Case_ID,Case Name,Bio,Env,Cog,Id,Sym,C,Φ,Q=C×Φ,Mode,Ω,Integration Type,I,Load,Tension,κ,Outcome,Out(t₀),Out(late),Template_Deficit,FR Risk,Rescue,Walls,Q_calc,Load_calc,Tension_calc,FR_rule,Rescue_rule,Q_ge_12_rule,Q_le_6_rule,Phi_eq_4_rule,Low_C_low_Phi_rule,PR_rule_candidate,Is_FR_t0,Is_FR_late,Is_CR_t0,Is_PR_t0,Is_Clean_CR_PR,Ext,Q_predicted,Tension_predicted,kappa_predicted,Regime_Predicted,Regime_Predicted_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated,Regime_Actual_Normalized,Regime_Predicted_Normalized,Match_Default,Regime_Predicted_TwoLaws_Strict_Normalized,Match_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated_Normalized,Match_TwoLaws_Calibrated,Match,FED_Substrate_Viable,Reboot_Quality,Q_rho,SC_closure,SC_portability,CID,ECC,ID,CAC,Frag_pre,SC_x_CID,SC_x_CAC,z,CL,AV,DD,Noise_pre_raw,Clarity_post_ordinal,Clarity_post_binary,ΔG,Gate_Effect
212,Simone Weil,2,2,4,4,4,4,4,16,N,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9392677087073756,0.9,0.74,1.0,0.3,0.895,0.25,0.025,0.9,0.5625,0.912875,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
213,Sitting Bull,1,3,2,4,4,3,4,12,V,J,Journey/Transmission,4,14,11,0.75,MR,MR,MR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9241428035709668,0.7928571428571429,0.7075,0.8571428571428571,0.4,0.9099999999999999,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.8333380102040816,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
214,Socrates,1,2,4,4,3,4,4,16,A,L,Loss/Limitation,4,14,10,1.0,MR,MR,MR,0,0,0,3,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9263421202225586,0.9055555555555556,0.5425,1.0,0.19999999999999996,0.8049999999999999,0.25,0.037500000000000006,0.9055555555555556,0.5659722222222222,0.8439374999999999,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
215,Sojourner Truth,2,3,3,4,3,4,4,16,A,B,Biological/Individual,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9277844062435732,0.8264705882352942,0.5075,1.0,0.4,0.865,0.25,0.0125,0.8264705882352942,0.5165441176470589,0.851047794117647,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
216,St. Anthony,1,4,2,4,4,3,4,12,V,J,Journey/Transmission,4,15,12,0.75,CR,CR,CR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,1,0,1,,12,3,1.25,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,1,1,0.9179103285128034,0.7700000000000001,0.7075,0.8,0.4,0.9099999999999999,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.8047624999999999,1.0,0.0,0.0,1.0,3,1.0,3.7721983056991313,Clarified
217,St. Augustine,1,2,3,4,3,3,4,12,T,B,Biological/Individual,4,13,10,0.75,MR,MR,MR,0,0,0,2,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9209086008127148,0.8692307692307693,0.5275,0.9230769230769231,0.3,0.8199999999999998,0.25,0.025,0.8023668639053255,0.5432692307692308,0.8182522189349112,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
218,St. John of the Cross,3,4,2,4,4,3,4,12,V,L,Loss/Limitation,4,17,14,0.75,SR,SR,SR,0,0,0,3,12,17,14,0,0,1,0,1,0,0,0,0,0,0,0,,12,5,1.416666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9031071528653938,0.8323529411764706,0.6025,0.7058823529411765,0.19999999999999996,0.97,0.25,0.037500000000000006,0.5875432525951558,0.5202205882352942,0.7440785034602075,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
219,St. Paul,4,2,2,4,3,3,3,9,A,J,Journey/Transmission,4,15,12,0.56,MR,MR,MR,0,0,0,3,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.8749941046716694,0.79,0.6475,0.6,0.19999999999999996,0.865,0.07500000000000001,0.037500000000000006,0.474,0.424625,0.6486187499999999,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
220,Steve Jobs,2,2,4,4,3,4,3,12,N,B,Biological/Individual,4,15,11,0.75,PR,PR,PR,0,0,0,2,12,15,11,0,0,1,0,0,0,0,0,0,0,1,1,,12,3,1.25,PR,MR,PR,PR,PR,True,MR,False,PR,True,True,1,1,0.908409066217672,0.8200000000000001,0.5475,0.8,0.3,0.895,0.225,0.025,0.6560000000000001,0.5022500000000001,0.7647875000000001,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
221,Sun Tzu,1,2,4,3,2,4,4,16,N,G,Growth/Global,3,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9330601366803464,0.7700000000000001,0.6775,1.0,0.4,0.76,0.4,0.0125,0.7700000000000001,0.539,0.878225,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
222,Susan B. Anthony,1,2,3,4,2,4,4,16,T,G,Growth/Global,4,12,8,1.0,MR,MR,MR,0,0,0,1,16,12,8,0,0,1,0,1,0,0,0,0,0,0,0,,16,-4,0.75,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9304542112797267,0.7700000000000001,0.72,1.0,0.4,0.8199999999999998,0.25,0.0125,0.7700000000000001,0.48125000000000007,0.8645624999999999,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
223,T.S. Eliot,2,2,4,4,3,3,4,12,T,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,2,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9099049566108864,0.8200000000000001,0.5625,0.8,0.3,0.8799999999999999,0.25,0.025,0.6560000000000001,0.5125000000000001,0.770825,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
224,Tecumseh,1,4,2,4,3,3,3,9,V,J,Journey/Transmission,4,14,11,0.56,MR,MR,MR,0,0,0,1,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.8889467405742412,0.7071428571428572,0.7075,0.6428571428571429,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.45459183673469394,0.38008928571428574,0.693342474489796,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
225,Temple Grandin,4,2,3,3,2,4,4,16,S,L,Loss/Limitation,4,14,10,1.0,PR,PR,PR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,1,1,,16,-2,0.875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9292803828480241,0.8055555555555556,0.5525,1.0,0.4,0.9099999999999999,0.25,0.0125,0.8055555555555556,0.5034722222222222,0.8585625,1.0,0.0,0.0,1.0,2,1.0,2.7721983056991313,Clarified
226,Teresa of Ávila,2,2,2,4,4,3,4,12,S,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,3,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9174214954880876,0.8928571428571429,0.5525,0.8571428571428571,0.19999999999999996,0.9099999999999999,0.25,0.037500000000000006,0.7653061224489796,0.5580357142857143,0.8026058673469387,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
227,The Beatles,1,2,4,3,4,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9426825784917164,0.8055555555555556,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.8055555555555556,0.5638888888888889,0.9333750000000001,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
228,Thea Bowman,4,2,2,4,4,3,4,12,S,J,Journey/Transmission,4,16,13,0.75,MR,MR,MR,0,0,0,1,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.909748050868999,0.7500000000000001,0.6575,0.75,0.4,0.9099999999999999,0.25,0.0125,0.5625000000000001,0.46875000000000006,0.7701875,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
229,Therese Neumann,4,2,1,4,4,2,3,6,S,J,Journey/Transmission,4,15,13,0.38,SR,SR,SR,0,0,0,1,6,15,13,0,0,0,1,0,0,0,0,0,0,0,0,,6,9,2.5,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.817235856351143,0.6100000000000001,0.6575,0.4,0.4,0.8499999999999999,-0.07499999999999998,0.1625,0.24400000000000005,0.28212500000000007,0.49924375,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
230,Thomas Edison,3,1,4,2,2,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9406601037287823,0.8200000000000001,0.78,1.0,0.3,0.8949999999999999,0.4,0.025,0.8200000000000001,0.574,0.9211000000000001,1.0,0.0,0.0,1.0,2,1.0,2.7721983056991313,Clarified
231,Thomas Kuhn,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.936706036623394,0.740909090909091,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.740909090909091,0.5186363636363637,0.8981931818181818,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
232,Thomas Merton,1,3,3,4,3,4,4,16,N,G,Growth/Global,3,14,10,1.0,CR,CR,CR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,1,0,1,,16,-2,0.875,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,1,1,0.9300771468582464,0.8555555555555555,0.6775,1.0,0.3,0.76,0.25,0.025,0.8555555555555555,0.5347222222222222,0.862625,2.0,0.0,0.0,2.0,3,1.0,2.858243789291947,Clarified
233,Viktor Frankl,2,4,3,4,2,4,4,16,N,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9376627324653157,0.8764705882352941,0.74,1.0,0.3,0.895,0.25,0.025,0.8764705882352941,0.5477941176470589,0.903610294117647,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
234,Viktor Schauberger,1,2,4,2,3,3,3,9,V,B,Biological/Individual,3,12,9,0.56,PR,PR,PR,0,0,0,1,9,12,9,0,0,0,0,0,0,1,0,0,0,1,1,,9,3,1.333333333333333,PR,PR,PR,PR,PR,True,PR,True,PR,True,True,1,1,0.8975085944927623,0.7500000000000001,0.505,0.75,0.4,0.835,0.225,0.0125,0.5625000000000001,0.4593750000000001,0.7232812500000002,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
235,Václav Havel,2,4,3,4,3,4,4,16,T,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9381892853646667,0.9,0.72,1.0,0.3,0.8799999999999999,0.25,0.025,0.9,0.5625,0.906625,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
236,W.E.B. Du Bois,1,2,4,4,2,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9317306103359905,0.786842105263158,0.72,1.0,0.4,0.8199999999999998,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8711940789473683,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
237,Walt Whitman,2,2,3,4,4,4,4,16,N,G,Growth/Global,4,15,11,1.0,SR,SR,SR,0,0,0,3,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9379361616342791,0.9264705882352942,0.74,1.0,0.19999999999999996,0.895,0.25,0.037500000000000006,0.9264705882352942,0.5790441176470589,0.9051727941176471,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
238,Werner Heisenberg,1,2,4,2,3,4,4,16,N,B,Biological/Individual,3,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9254751738303238,0.7700000000000001,0.485,1.0,0.4,0.76,0.4,0.0125,0.7700000000000001,0.539,0.839725,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
239,Wilhelm Röntgen,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.936706036623394,0.740909090909091,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.740909090909091,0.5186363636363637,0.8981931818181818,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
240,William Blake,2,1,3,3,4,3,3,9,V,L,Loss/Limitation,4,13,10,0.56,SR,SR,SR,0,0,0,2,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,1.444444444444444,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8889540730904933,0.7769230769230769,0.6025,0.6923076923076923,0.3,0.9099999999999999,0.07500000000000001,0.025,0.5378698224852071,0.41759615384615384,0.6933672337278107,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
241,William Wilberforce,1,2,3,4,3,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9317306103359905,0.786842105263158,0.72,1.0,0.4,0.8199999999999998,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8711940789473683,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
242,Winston Churchill,2,3,3,4,3,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9362786451344554,0.8264705882352942,0.72,1.0,0.4,0.8799999999999999,0.25,0.0125,0.8264705882352942,0.5165441176470589,0.895797794117647,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
243,Yayoi Kusama,4,2,3,4,4,3,2,6,V,L,Loss/Limitation,4,17,14,0.38,SR,SR,SR,0,0,0,1,6,17,14,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,11,2.833333333333333,SR,FR,SR,SR,SR,True,FR,False,SR,True,True,1,1,0.8092503042721634,0.5911764705882354,0.6025,0.35294117647058826,0.4,0.97,-0.09999999999999999,0.1625,0.20865051903114193,0.26602941176470596,0.4817153979238754,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
244,Zora Neale Hurston,1,2,3,4,4,3,4,12,N,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9161587118173106,0.7928571428571429,0.5825,0.8571428571428571,0.4,0.835,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.7970880102040817,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
245,Zoroaster,1,2,2,4,4,3,4,12,V,B,Biological/Individual,4,13,10,0.75,MR,MR,MR,0,0,0,2,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9254808055760482,0.8692307692307693,0.5675,0.9230769230769231,0.3,0.9099999999999999,0.25,0.025,0.8023668639053255,0.5432692307692308,0.8397522189349113,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
